negociation_id,destination,nb_personnes,nb_nuits,mois,saison,nb_options,prix_plancher,prix_affiche,budget_client,ratio_budget,nb_tours,deal_conclu,prix_final,marge_finale,popularite_dest,reward_total
138,"Rome, Italie",1,3,8,haute,3,2530,3220,3200,0.994,1,True,3220,690,0.78,12.5
139,"Marrakech, Maroc",3,10,11,basse,3,1710,2249,2177,0.968,1,True,2249,539,0.75,12.5
140,"Paris, France",2,3,8,haute,3,2415,3104,3618,1.166,1,True,3104,689,0.9,12.5
141,"Barcelone, Espagne",4,14,7,haute,3,2472,3162,2467,0.78,6,True,2473,1,0.76,-34.5
142,"Barcelone, Espagne",4,3,4,moyenne,3,2150,2750,2142,0.779,6,True,2151,1,0.76,-34.5
143,"Dubai, EAU",3,10,4,moyenne,3,3800,4800,4979,1.037,1,True,4800,1000,0.85,12.5
144,"Istanbul, Turquie",2,3,3,moyenne,3,2200,2800,2007,0.717,9,False,0,0,0.8,-67.5
145,"Rome, Italie",4,14,6,haute,3,2530,3220,2213,0.687,9,False,0,0,0.78,-67.5
146,"Dubai, EAU",4,3,10,moyenne,3,3800,4800,3741,0.779,6,True,3800,0,0.85,-34.5
147,"Marrakech, Maroc",2,10,8,haute,3,2185,2874,2693,0.937,2,True,2730,545,0.75,6.5
148,"Rome, Italie",4,3,9,moyenne,3,2200,2800,2687,0.96,1,True,2800,600,0.78,12.5
149,Thailande,3,10,10,moyenne,3,3100,4000,3069,0.767,6,True,3128,28,0.82,-34.5
150,"Dubai, EAU",2,3,9,moyenne,3,3800,4800,4901,1.021,1,True,4800,1000,0.85,12.5
151,"Istanbul, Turquie",2,3,10,moyenne,3,2200,2800,3302,1.179,1,True,2800,600,0.8,12.5
152,"Barcelone, Espagne",2,10,12,haute,3,2472,3162,3249,1.028,1,True,3162,690,0.76,12.5
153,"Rome, Italie",4,5,11,basse,3,1980,2520,2991,1.187,1,True,2520,540,0.78,12.5
154,"Dubai, EAU",4,14,7,haute,3,4370,5520,3742,0.678,9,False,0,0,0.85,-67.5
155,"Paris, France",4,7,10,moyenne,3,2100,2699,2078,0.77,6,True,2110,10,0.9,-34.5
156,"Barcelone, Espagne",2,14,12,haute,3,2472,3162,2502,0.791,6,True,2473,1,0.76,-34.5
157,Thailande,4,5,6,haute,3,3565,4600,5026,1.093,1,True,4600,1035,0.82,12.5
158,"La Mecque, Arabie Saoudite",4,7,9,moyenne,3,3500,4500,4231,0.94,1,True,4500,1000,0.95,12.5
159,"Istanbul, Turquie",4,7,1,basse,3,1980,2520,2945,1.169,1,True,2520,540,0.8,12.5
160,"Dubai, EAU",4,10,2,basse,3,3420,4320,3820,0.884,3,True,3899,479,0.85,-5.0
161,"Barcelone, Espagne",1,5,8,haute,3,2472,3162,3739,1.182,1,True,3162,690,0.76,12.5
162,"Barcelone, Espagne",3,7,4,moyenne,3,2150,2750,1892,0.688,9,False,0,0,0.76,-67.5
163,"Istanbul, Turquie",4,14,8,haute,3,2530,3220,2155,0.669,9,False,0,0,0.8,-67.5
164,"Paris, France",2,7,11,basse,3,1890,2429,2585,1.064,1,True,2429,539,0.9,12.5
165,Thailande,3,10,1,basse,3,2790,3600,3938,1.094,1,True,3600,810,0.82,12.5
166,"La Mecque, Arabie Saoudite",2,3,10,moyenne,3,3500,4500,3717,0.826,4,True,3858,358,0.95,-15.0
167,"Paris, France",2,7,1,basse,3,1890,2429,2903,1.195,1,True,2429,539,0.9,12.5
168,"Paris, France",2,3,6,haute,3,2415,3104,2642,0.851,3,True,2802,387,0.9,-5.0
169,"Istanbul, Turquie",1,7,9,moyenne,3,2200,2800,2378,0.849,3,True,2527,327,0.8,-5.0
170,Thailande,4,5,3,moyenne,3,3100,4000,3539,0.885,3,True,3610,510,0.82,-5.0
171,"Marrakech, Maroc",1,7,5,moyenne,3,1900,2499,2366,0.947,2,True,2374,474,0.75,6.5
172,"Marrakech, Maroc",2,7,1,basse,3,1710,2249,2323,1.033,1,True,2249,539,0.75,12.5
173,"Rome, Italie",2,7,12,haute,3,2530,3220,3019,0.938,2,True,3059,529,0.78,6.5
174,Thailande,2,10,5,moyenne,3,3100,4000,4527,1.132,1,True,4000,900,0.82,12.5
175,"Istanbul, Turquie",3,7,6,haute,3,2530,3220,2448,0.76,6,True,2530,0,0.8,-34.5
176,"Rome, Italie",3,7,5,moyenne,3,2200,2800,3214,1.148,1,True,2800,600,0.78,12.5
177,"Barcelone, Espagne",2,10,12,haute,3,2472,3162,3757,1.188,1,True,3162,690,0.76,12.5
178,Thailande,1,5,2,basse,3,2790,3600,3048,0.847,4,True,3087,297,0.82,-15.0
179,Thailande,2,7,8,haute,3,3565,4600,5030,1.093,1,True,4600,1035,0.82,12.5
180,"Barcelone, Espagne",2,14,5,moyenne,3,2150,2750,1917,0.697,9,False,0,0,0.76,-67.5
181,Thailande,2,3,3,moyenne,3,3100,4000,4252,1.063,1,True,4000,900,0.82,12.5
182,Thailande,1,14,6,haute,3,3565,4600,5186,1.127,1,True,4600,1035,0.82,12.5
183,"La Mecque, Arabie Saoudite",2,5,12,haute,3,4025,5175,5822,1.125,1,True,5175,1150,0.95,12.5
184,"Rome, Italie",3,5,2,basse,3,1980,2520,2893,1.148,1,True,2520,540,0.78,12.5
185,Thailande,1,7,9,moyenne,3,3100,4000,3180,0.795,6,True,3128,28,0.82,-34.5
186,Thailande,3,7,7,haute,3,3565,4600,4455,0.968,1,True,4600,1035,0.82,12.5
187,"Dubai, EAU",2,7,11,basse,3,3420,4320,3061,0.709,9,False,0,0,0.85,-67.5
188,"La Mecque, Arabie Saoudite",2,5,6,haute,3,4025,5175,5208,1.006,1,True,5175,1150,0.95,12.5
189,"La Mecque, Arabie Saoudite",4,3,5,moyenne,3,3500,4500,4218,0.937,2,True,4275,775,0.95,6.5
190,"Dubai, EAU",3,14,3,moyenne,3,3800,4800,4002,0.834,4,True,4115,315,0.85,-15.0
191,"Paris, France",4,3,2,basse,3,1890,2429,2056,0.846,4,True,2083,193,0.9,-15.0
192,"Paris, France",2,14,9,moyenne,3,2100,2699,2530,0.937,2,True,2564,464,0.9,6.5
193,"Barcelone, Espagne",2,7,2,basse,3,1935,2475,2449,0.989,1,True,2475,540,0.76,12.5
194,Thailande,2,7,10,moyenne,3,3100,4000,3639,0.91,2,True,3800,700,0.82,6.5
195,"Rome, Italie",2,5,6,haute,3,2530,3220,2247,0.698,9,False,0,0,0.78,-67.5
196,"Istanbul, Turquie",4,7,10,moyenne,3,2200,2800,2793,0.998,1,True,2800,600,0.8,12.5
197,Thailande,2,7,8,haute,3,3565,4600,4297,0.934,2,True,4370,805,0.82,6.5
198,"Marrakech, Maroc",3,7,1,basse,3,1710,2249,1792,0.797,5,True,1912,202,0.75,-22.5
199,"Barcelone, Espagne",2,7,12,haute,3,2472,3162,2465,0.78,6,True,2473,1,0.76,-34.5
200,Thailande,4,10,5,moyenne,3,3100,4000,4423,1.106,1,True,4000,900,0.82,12.5
201,"Istanbul, Turquie",1,7,6,haute,3,2530,3220,3332,1.035,1,True,3220,690,0.8,12.5
202,"Istanbul, Turquie",2,10,9,moyenne,3,2200,2800,1902,0.679,9,False,0,0,0.8,-67.5
203,"Barcelone, Espagne",3,14,5,moyenne,3,2150,2750,2226,0.809,6,True,2151,1,0.76,-34.5
204,"Dubai, EAU",2,10,5,moyenne,3,3800,4800,5430,1.131,1,True,4800,1000,0.85,12.5
205,"Paris, France",3,7,5,moyenne,3,2100,2699,3092,1.146,1,True,2699,599,0.9,12.5
206,"Marrakech, Maroc",4,3,10,moyenne,3,1900,2499,2013,0.806,4,True,2142,242,0.75,-15.0
207,"Marrakech, Maroc",1,10,12,haute,3,2185,2874,1874,0.652,9,False,0,0,0.75,-67.5
208,"Istanbul, Turquie",3,5,9,moyenne,3,2200,2800,2393,0.855,4,True,2401,201,0.8,-15.0
209,"Rome, Italie",3,7,11,basse,3,1980,2520,2848,1.13,1,True,2520,540,0.78,12.5
210,"La Mecque, Arabie Saoudite",3,7,4,moyenne,3,3500,4500,4589,1.02,1,True,4500,1000,0.95,12.5
211,"La Mecque, Arabie Saoudite",4,7,12,haute,3,4025,5175,4475,0.865,3,True,4670,645,0.95,-5.0
212,"La Mecque, Arabie Saoudite",2,3,10,moyenne,3,3500,4500,4702,1.045,1,True,4500,1000,0.95,12.5
213,"Rome, Italie",4,5,5,moyenne,3,2200,2800,2625,0.938,2,True,2660,460,0.78,6.5
214,"La Mecque, Arabie Saoudite",4,7,4,moyenne,3,3500,4500,3675,0.817,4,True,3858,358,0.95,-15.0
215,"Marrakech, Maroc",2,3,11,basse,3,1710,2249,2263,1.006,1,True,2249,539,0.75,12.5
216,"Dubai, EAU",2,7,12,haute,3,4370,5520,4756,0.862,3,True,4982,612,0.85,-5.0
217,"Istanbul, Turquie",2,14,8,haute,3,2530,3220,2332,0.724,9,False,0,0,0.8,-67.5
218,"Istanbul, Turquie",2,5,1,basse,3,1980,2520,2644,1.049,1,True,2520,540,0.8,12.5
219,"La Mecque, Arabie Saoudite",1,3,5,moyenne,3,3500,4500,3114,0.692,9,False,0,0,0.95,-67.5
220,"Dubai, EAU",2,5,12,haute,3,4370,5520,4108,0.744,7,True,4370,0,0.85,-43.0
221,"Barcelone, Espagne",4,7,9,moyenne,3,2150,2750,2142,0.779,6,True,2151,1,0.76,-34.5
222,Thailande,4,7,6,haute,3,3565,4600,3999,0.869,3,True,4152,587,0.82,-5.0
223,"Paris, France",4,3,8,haute,3,2415,3104,2416,0.778,6,True,2427,12,0.9,-34.5
224,"La Mecque, Arabie Saoudite",2,10,4,moyenne,3,3500,4500,3149,0.7,9,False,0,0,0.95,-67.5
225,"Marrakech, Maroc",4,10,2,basse,3,1710,2249,1814,0.807,4,True,1928,218,0.75,-15.0
226,"Marrakech, Maroc",3,10,3,moyenne,3,1900,2499,2264,0.906,2,True,2374,474,0.75,6.5
227,Thailande,1,10,8,haute,3,3565,4600,4891,1.063,1,True,4600,1035,0.82,12.5
228,Thailande,3,3,9,moyenne,3,3100,4000,3575,0.894,3,True,3610,510,0.82,-5.0
229,"Marrakech, Maroc",3,3,1,basse,3,1710,2249,1932,0.859,3,True,2030,320,0.75,-5.0
230,Thailande,1,7,7,haute,3,3565,4600,3212,0.698,9,False,0,0,0.82,-67.5
231,"Istanbul, Turquie",4,7,2,basse,3,1980,2520,2065,0.819,6,True,1980,0,0.8,-34.5
232,"Barcelone, Espagne",3,7,4,moyenne,3,2150,2750,2099,0.763,6,True,2151,1,0.76,-34.5
233,"Paris, France",2,5,2,basse,3,1890,2429,1630,0.671,9,False,0,0,0.9,-67.5
234,"La Mecque, Arabie Saoudite",2,14,10,moyenne,3,3500,4500,3752,0.834,4,True,3858,358,0.95,-15.0
235,"Marrakech, Maroc",2,7,5,moyenne,3,1900,2499,2335,0.934,1,True,2499,599,0.75,12.5
236,"Istanbul, Turquie",4,14,7,haute,3,2530,3220,2193,0.681,9,False,0,0,0.8,-67.5
237,"Marrakech, Maroc",4,5,5,moyenne,3,1900,2499,2464,0.986,1,True,2499,599,0.75,12.5
238,"Paris, France",3,7,7,haute,3,2415,3104,2173,0.7,9,False,0,0,0.9,-67.5
239,"Paris, France",4,3,4,moyenne,3,2100,2699,2961,1.097,1,True,2699,599,0.9,12.5
240,"Marrakech, Maroc",2,5,6,haute,3,2185,2874,2651,0.922,2,True,2730,545,0.75,6.5
241,"Dubai, EAU",4,7,4,moyenne,3,3800,4800,5405,1.126,1,True,4800,1000,0.85,12.5
242,"Marrakech, Maroc",3,7,5,moyenne,3,1900,2499,2020,0.808,6,True,1954,54,0.75,-34.5
243,Thailande,4,7,4,moyenne,3,3100,4000,3117,0.779,6,True,3128,28,0.82,-34.5
244,"Barcelone, Espagne",2,5,4,moyenne,3,2150,2750,2126,0.773,6,True,2151,1,0.76,-34.5
245,Thailande,2,5,12,haute,3,3565,4600,4565,0.992,1,True,4600,1035,0.82,12.5
246,Thailande,2,10,11,basse,3,2790,3600,3892,1.081,1,True,3600,810,0.82,12.5
247,"Dubai, EAU",4,14,1,basse,3,3420,4320,4549,1.053,1,True,4320,900,0.85,12.5
248,"Marrakech, Maroc",1,14,3,moyenne,3,1900,2499,1999,0.8,6,True,1954,54,0.75,-34.5
249,"Paris, France",3,10,7,haute,3,2415,3104,2527,0.814,4,True,2662,247,0.9,-15.0
250,"Barcelone, Espagne",4,5,2,basse,3,1935,2475,2676,1.081,1,True,2475,540,0.76,12.5
251,"La Mecque, Arabie Saoudite",4,7,5,moyenne,3,3500,4500,4364,0.97,1,True,4500,1000,0.95,12.5
252,Thailande,3,5,12,haute,3,3565,4600,3947,0.858,3,True,4152,587,0.82,-5.0
